date,city,aqi,pm25,data_source
2023-09-11,Delhi,187.0,74.7,synthetic_realistic
2023-09-12,Delhi,156.0,62.5,synthetic_realistic
2023-09-13,Delhi,152.0,60.9,synthetic_realistic
2023-09-14,Delhi,172.0,69.0,synthetic_realistic
2023-09-15,Delhi,162.0,64.8,synthetic_realistic
2023-09-16,Delhi,171.0,68.3,synthetic_realistic
2023-09-17,Delhi,187.0,74.7,synthetic_realistic
2023-09-18,Delhi,194.0,77.5,synthetic_realistic
2023-09-19,Delhi,168.0,67.2,synthetic_realistic
2023-09-20,Delhi,183.0,73.4,synthetic_realistic
2023-09-21,Delhi,189.0,75.8,synthetic_realistic
2023-09-22,Delhi,178.0,71.1,synthetic_realistic
2023-09-23,Delhi,177.0,70.7,synthetic_realistic
2023-09-24,Delhi,181.0,72.2,synthetic_realistic
2023-09-25,Delhi,172.0,69.0,synthetic_realistic
2023-09-26,Delhi,180.0,71.8,synthetic_realistic
2023-09-27,Delhi,176.0,70.5,synthetic_realistic
2023-09-28,Delhi,167.0,66.7,synthetic_realistic
2023-09-29,Delhi,169.0,67.7,synthetic_realistic
2023-09-30,Delhi,178.0,71.3,synthetic_realistic
2023-10-01,Delhi,184.0,73.5,synthetic_realistic
2023-10-02,Delhi,183.0,73.3,synthetic_realistic
2023-10-03,Delhi,175.0,70.1,synthetic_realistic
2023-10-04,Delhi,198.0,79.3,synthetic_realistic
2023-10-05,Delhi,160.0,63.8,synthetic_realistic
2023-10-06,Delhi,187.0,74.7,synthetic_realistic
2023-10-07,Delhi,171.0,68.3,synthetic_realistic
2023-10-08,Delhi,135.0,54.0,synthetic_realistic
2023-10-09,Delhi,205.0,82.0,synthetic_realistic
2023-10-10,Delhi,168.0,67.0,synthetic_realistic
2023-10-11,Delhi,164.0,65.4,synthetic_realistic
2023-10-12,Delhi,180.0,72.0,synthetic_realistic
2023-10-13,Delhi,193.0,77.2,synthetic_realistic
2023-10-14,Delhi,209.0,83.7,synthetic_realistic
2023-10-15,Delhi,161.0,64.4,synthetic_realistic
2023-10-16,Delhi,230.0,91.9,synthetic_realistic
2023-10-17,Delhi,188.0,75.4,synthetic_realistic
2023-10-18,Delhi,171.0,68.2,synthetic_realistic
2023-10-19,Delhi,200.0,80.1,synthetic_realistic
2023-10-20,Delhi,183.0,73.2,synthetic_realistic
2023-10-21,Delhi,194.0,77.8,synthetic_realistic
2023-10-22,Delhi,169.0,67.6,synthetic_realistic
2023-10-23,Delhi,210.0,83.9,synthetic_realistic
2023-10-24,Delhi,201.0,80.4,synthetic_realistic
2023-10-25,Delhi,212.0,84.8,synthetic_realistic
2023-10-26,Delhi,215.0,86.2,synthetic_realistic
2023-10-27,Delhi,190.0,76.0,synthetic_realistic
2023-10-28,Delhi,187.0,74.6,synthetic_realistic
2023-10-29,Delhi,204.0,81.6,synthetic_realistic
2023-10-30,Delhi,188.0,75.1,synthetic_realistic
2023-10-31,Delhi,215.0,86.1,synthetic_realistic
2023-11-01,Delhi,178.0,71.2,synthetic_realistic
2023-11-02,Delhi,212.0,84.8,synthetic_realistic
2023-11-03,Delhi,220.0,88.2,synthetic_realistic
2023-11-04,Delhi,210.0,83.9,synthetic_realistic
2023-11-05,Delhi,185.0,74.2,synthetic_realistic
2023-11-06,Delhi,242.0,96.9,synthetic_realistic
2023-11-07,Delhi,206.0,82.6,synthetic_realistic
2023-11-08,Delhi,209.0,83.4,synthetic_realistic
2023-11-09,Delhi,230.0,92.0,synthetic_realistic
2023-11-10,Delhi,201.0,80.6,synthetic_realistic
2023-11-11,Delhi,191.0,76.6,synthetic_realistic
2023-11-12,Delhi,197.0,78.8,synthetic_realistic
2023-11-13,Delhi,200.0,80.0,synthetic_realistic
2023-11-14,Delhi,240.0,96.0,synthetic_realistic
2023-11-15,Delhi,216.0,86.4,synthetic_realistic
2023-11-16,Delhi,212.0,84.8,synthetic_realistic
2023-11-17,Delhi,216.0,86.4,synthetic_realistic
2023-11-18,Delhi,206.0,82.2,synthetic_realistic
2023-11-19,Delhi,218.0,87.0,synthetic_realistic
2023-11-20,Delhi,228.0,91.3,synthetic_realistic
2023-11-21,Delhi,205.0,81.8,synthetic_realistic
2023-11-22,Delhi,213.0,85.1,synthetic_realistic
2023-11-23,Delhi,206.0,82.4,synthetic_realistic
2023-11-24,Delhi,217.0,86.7,synthetic_realistic
2023-11-25,Delhi,223.0,89.1,synthetic_realistic
2023-11-26,Delhi,212.0,84.8,synthetic_realistic
2023-11-27,Delhi,243.0,97.2,synthetic_realistic
2023-11-28,Delhi,215.0,85.9,synthetic_realistic
2023-11-29,Delhi,212.0,84.9,synthetic_realistic
2023-11-30,Delhi,228.0,91.1,synthetic_realistic
2023-12-01,Delhi,203.0,81.1,synthetic_realistic
2023-12-02,Delhi,209.0,83.4,synthetic_realistic
2023-12-03,Delhi,207.0,82.7,synthetic_realistic
2023-12-04,Delhi,232.0,92.8,synthetic_realistic
2023-12-05,Delhi,230.0,91.9,synthetic_realistic
2023-12-06,Delhi,223.0,89.2,synthetic_realistic
2023-12-07,Delhi,226.0,90.4,synthetic_realistic
2023-12-08,Delhi,222.0,88.7,synthetic_realistic
2023-12-09,Delhi,237.0,94.8,synthetic_realistic
2023-12-10,Delhi,197.0,78.9,synthetic_realistic
2023-12-11,Delhi,243.0,97.2,synthetic_realistic
2023-12-12,Delhi,197.0,78.6,synthetic_realistic
2023-12-13,Delhi,227.0,91.0,synthetic_realistic
2023-12-14,Delhi,208.0,83.1,synthetic_realistic
2023-12-15,Delhi,180.0,72.1,synthetic_realistic
2023-12-16,Delhi,194.0,77.8,synthetic_realistic
2023-12-17,Delhi,208.0,83.4,synthetic_realistic
2023-12-18,Delhi,243.0,97.0,synthetic_realistic
2023-12-19,Delhi,239.0,95.8,synthetic_realistic
2023-12-20,Delhi,233.0,93.3,synthetic_realistic
2023-12-21,Delhi,220.0,87.8,synthetic_realistic
2023-12-22,Delhi,258.0,103.3,synthetic_realistic
2023-12-23,Delhi,195.0,77.9,synthetic_realistic
2023-12-24,Delhi,226.0,90.6,synthetic_realistic
2023-12-25,Delhi,238.0,95.3,synthetic_realistic
2023-12-26,Delhi,225.0,89.9,synthetic_realistic
2023-12-27,Delhi,229.0,91.5,synthetic_realistic
2023-12-28,Delhi,238.0,95.3,synthetic_realistic
2023-12-29,Delhi,229.0,91.8,synthetic_realistic
2023-12-30,Delhi,221.0,88.5,synthetic_realistic
2023-12-31,Delhi,188.0,75.0,synthetic_realistic
2024-01-01,Delhi,227.0,90.7,synthetic_realistic
2024-01-02,Delhi,214.0,85.5,synthetic_realistic
2024-01-03,Delhi,244.0,97.4,synthetic_realistic
2024-01-04,Delhi,220.0,87.8,synthetic_realistic
2024-01-05,Delhi,231.0,92.4,synthetic_realistic
2024-01-06,Delhi,241.0,96.5,synthetic_realistic
2024-01-07,Delhi,228.0,91.3,synthetic_realistic
2024-01-08,Delhi,218.0,87.2,synthetic_realistic
2024-01-09,Delhi,228.0,91.2,synthetic_realistic
2024-01-10,Delhi,219.0,87.6,synthetic_realistic
2024-01-11,Delhi,228.0,91.3,synthetic_realistic
2024-01-12,Delhi,212.0,84.9,synthetic_realistic
2024-01-13,Delhi,214.0,85.7,synthetic_realistic
2024-01-14,Delhi,241.0,96.5,synthetic_realistic
2024-01-15,Delhi,189.0,75.4,synthetic_realistic
2024-01-16,Delhi,218.0,87.4,synthetic_realistic
2024-01-17,Delhi,215.0,86.0,synthetic_realistic
2024-01-18,Delhi,217.0,86.8,synthetic_realistic
2024-01-19,Delhi,239.0,95.7,synthetic_realistic
2024-01-20,Delhi,226.0,90.6,synthetic_realistic
2024-01-21,Delhi,220.0,87.8,synthetic_realistic
2024-01-22,Delhi,241.0,96.5,synthetic_realistic
2024-01-23,Delhi,233.0,93.1,synthetic_realistic
2024-01-24,Delhi,216.0,86.3,synthetic_realistic
2024-01-25,Delhi,231.0,92.2,synthetic_realistic
2024-01-26,Delhi,204.0,81.7,synthetic_realistic
2024-01-27,Delhi,223.0,89.0,synthetic_realistic
2024-01-28,Delhi,240.0,95.8,synthetic_realistic
2024-01-29,Delhi,221.0,88.3,synthetic_realistic
2024-01-30,Delhi,238.0,95.2,synthetic_realistic
2024-01-31,Delhi,225.0,90.0,synthetic_realistic
2024-02-01,Delhi,202.0,81.0,synthetic_realistic
2024-02-02,Delhi,189.0,75.6,synthetic_realistic
2024-02-03,Delhi,218.0,87.2,synthetic_realistic
2024-02-04,Delhi,196.0,78.5,synthetic_realistic
2024-02-05,Delhi,227.0,90.9,synthetic_realistic
2024-02-06,Delhi,241.0,96.6,synthetic_realistic
2024-02-07,Delhi,223.0,89.2,synthetic_realistic
2024-02-08,Delhi,223.0,89.3,synthetic_realistic
2024-02-09,Delhi,217.0,86.7,synthetic_realistic
2024-02-10,Delhi,216.0,86.4,synthetic_realistic
2024-02-11,Delhi,204.0,81.5,synthetic_realistic
2024-02-12,Delhi,250.0,99.8,synthetic_realistic
2024-02-13,Delhi,243.0,97.4,synthetic_realistic
2024-02-14,Delhi,217.0,87.0,synthetic_realistic
2024-02-15,Delhi,240.0,95.9,synthetic_realistic
2024-02-16,Delhi,202.0,80.6,synthetic_realistic
2024-02-17,Delhi,211.0,84.6,synthetic_realistic
2024-02-18,Delhi,181.0,72.5,synthetic_realistic
2024-02-19,Delhi,234.0,93.8,synthetic_realistic
2024-02-20,Delhi,214.0,85.5,synthetic_realistic
2024-02-21,Delhi,186.0,74.4,synthetic_realistic
2024-02-22,Delhi,228.0,91.0,synthetic_realistic
2024-02-23,Delhi,227.0,90.9,synthetic_realistic
2024-02-24,Delhi,205.0,82.0,synthetic_realistic
2024-02-25,Delhi,190.0,75.8,synthetic_realistic
2024-02-26,Delhi,203.0,81.1,synthetic_realistic
2024-02-27,Delhi,199.0,79.7,synthetic_realistic
2024-02-28,Delhi,204.0,81.6,synthetic_realistic
2024-02-29,Delhi,177.0,70.9,synthetic_realistic
2024-03-01,Delhi,164.0,65.8,synthetic_realistic
2024-03-02,Delhi,176.0,70.6,synthetic_realistic
2024-03-03,Delhi,197.0,78.8,synthetic_realistic
2024-03-04,Delhi,192.0,76.8,synthetic_realistic
2024-03-05,Delhi,217.0,86.7,synthetic_realistic
2024-03-06,Delhi,212.0,84.7,synthetic_realistic
2024-03-07,Delhi,221.0,88.4,synthetic_realistic
2024-03-08,Delhi,196.0,78.3,synthetic_realistic
2024-03-09,Delhi,204.0,81.5,synthetic_realistic
2024-03-10,Delhi,199.0,79.5,synthetic_realistic
2024-03-11,Delhi,192.0,76.7,synthetic_realistic
2024-03-12,Delhi,205.0,82.2,synthetic_realistic
2024-03-13,Delhi,212.0,84.9,synthetic_realistic
2024-03-14,Delhi,204.0,81.6,synthetic_realistic
2024-03-15,Delhi,187.0,74.9,synthetic_realistic
2024-03-16,Delhi,193.0,77.1,synthetic_realistic
2024-03-17,Delhi,184.0,73.6,synthetic_realistic
2024-03-18,Delhi,202.0,80.6,synthetic_realistic
2024-03-19,Delhi,153.0,61.1,synthetic_realistic
2024-03-20,Delhi,193.0,77.3,synthetic_realistic
2024-03-21,Delhi,226.0,90.4,synthetic_realistic
2024-03-22,Delhi,187.0,74.8,synthetic_realistic
2024-03-23,Delhi,153.0,61.4,synthetic_realistic
2024-03-24,Delhi,208.0,83.1,synthetic_realistic
2024-03-25,Delhi,194.0,77.7,synthetic_realistic
2024-03-26,Delhi,208.0,83.3,synthetic_realistic
2024-03-27,Delhi,202.0,80.9,synthetic_realistic
2024-03-28,Delhi,190.0,76.0,synthetic_realistic
2024-03-29,Delhi,214.0,85.5,synthetic_realistic
2024-03-30,Delhi,179.0,71.5,synthetic_realistic
2024-03-31,Delhi,184.0,73.7,synthetic_realistic
2024-04-01,Delhi,199.0,79.7,synthetic_realistic
2024-04-02,Delhi,205.0,81.9,synthetic_realistic
2024-04-03,Delhi,186.0,74.2,synthetic_realistic
2024-04-04,Delhi,195.0,78.0,synthetic_realistic
2024-04-05,Delhi,206.0,82.2,synthetic_realistic
2024-04-06,Delhi,192.0,76.6,synthetic_realistic
2024-04-07,Delhi,171.0,68.4,synthetic_realistic
2024-04-08,Delhi,196.0,78.4,synthetic_realistic
2024-04-09,Delhi,169.0,67.7,synthetic_realistic
2024-04-10,Delhi,189.0,75.7,synthetic_realistic
2024-04-11,Delhi,173.0,69.2,synthetic_realistic
2024-04-12,Delhi,180.0,71.8,synthetic_realistic
2024-04-13,Delhi,173.0,69.0,synthetic_realistic
2024-04-14,Delhi,196.0,78.6,synthetic_realistic
2024-04-15,Delhi,148.0,59.1,synthetic_realistic
2024-04-16,Delhi,199.0,79.4,synthetic_realistic
2024-04-17,Delhi,191.0,76.4,synthetic_realistic
2024-04-18,Delhi,193.0,77.2,synthetic_realistic
2024-04-19,Delhi,153.0,61.2,synthetic_realistic
2024-04-20,Delhi,188.0,75.1,synthetic_realistic
2024-04-21,Delhi,157.0,62.8,synthetic_realistic
2024-04-22,Delhi,167.0,66.8,synthetic_realistic
2024-04-23,Delhi,187.0,74.9,synthetic_realistic
2024-04-24,Delhi,192.0,76.6,synthetic_realistic
2024-04-25,Delhi,163.0,65.1,synthetic_realistic
2024-04-26,Delhi,178.0,71.1,synthetic_realistic
2024-04-27,Delhi,196.0,78.6,synthetic_realistic
2024-04-28,Delhi,153.0,61.1,synthetic_realistic
2024-04-29,Delhi,157.0,62.6,synthetic_realistic
2024-04-30,Delhi,162.0,64.8,synthetic_realistic
2024-05-01,Delhi,168.0,67.0,synthetic_realistic
2024-05-02,Delhi,177.0,70.6,synthetic_realistic
2024-05-03,Delhi,177.0,70.7,synthetic_realistic
2024-05-04,Delhi,171.0,68.2,synthetic_realistic
2024-05-05,Delhi,190.0,75.8,synthetic_realistic
2024-05-06,Delhi,162.0,65.0,synthetic_realistic
2024-05-07,Delhi,153.0,61.3,synthetic_realistic
2024-05-08,Delhi,164.0,65.4,synthetic_realistic
2024-05-09,Delhi,175.0,69.9,synthetic_realistic
2024-05-10,Delhi,171.0,68.6,synthetic_realistic
2024-05-11,Delhi,182.0,72.6,synthetic_realistic
2024-05-12,Delhi,160.0,64.2,synthetic_realistic
2024-05-13,Delhi,190.0,75.9,synthetic_realistic
2024-05-14,Delhi,155.0,61.9,synthetic_realistic
2024-05-15,Delhi,145.0,57.9,synthetic_realistic
2024-05-16,Delhi,157.0,62.7,synthetic_realistic
2024-05-17,Delhi,170.0,67.9,synthetic_realistic
2024-05-18,Delhi,131.0,52.3,synthetic_realistic
2024-05-19,Delhi,145.0,57.9,synthetic_realistic
2024-05-20,Delhi,186.0,74.4,synthetic_realistic
2024-05-21,Delhi,151.0,60.5,synthetic_realistic
2024-05-22,Delhi,147.0,58.8,synthetic_realistic
2024-05-23,Delhi,155.0,62.1,synthetic_realistic
2024-05-24,Delhi,163.0,65.1,synthetic_realistic
2024-05-25,Delhi,161.0,64.5,synthetic_realistic
2024-05-26,Delhi,166.0,66.2,synthetic_realistic
2024-05-27,Delhi,133.0,53.2,synthetic_realistic
2024-05-28,Delhi,160.0,64.0,synthetic_realistic
2024-05-29,Delhi,166.0,66.2,synthetic_realistic
2024-05-30,Delhi,153.0,61.0,synthetic_realistic
2024-05-31,Delhi,155.0,62.2,synthetic_realistic
2024-06-01,Delhi,162.0,64.7,synthetic_realistic
2024-06-02,Delhi,159.0,63.7,synthetic_realistic
2024-06-03,Delhi,162.0,64.7,synthetic_realistic
2024-06-04,Delhi,123.0,49.4,synthetic_realistic
2024-06-05,Delhi,174.0,69.5,synthetic_realistic
2024-06-06,Delhi,140.0,55.8,synthetic_realistic
2024-06-07,Delhi,152.0,60.7,synthetic_realistic
2024-06-08,Delhi,142.0,56.7,synthetic_realistic
2024-06-09,Delhi,154.0,61.6,synthetic_realistic
2024-06-10,Delhi,164.0,65.4,synthetic_realistic
2024-06-11,Delhi,148.0,59.2,synthetic_realistic
2024-06-12,Delhi,154.0,61.6,synthetic_realistic
2024-06-13,Delhi,149.0,59.5,synthetic_realistic
2024-06-14,Delhi,140.0,56.0,synthetic_realistic
2024-06-15,Delhi,118.0,47.3,synthetic_realistic
2024-06-16,Delhi,153.0,61.1,synthetic_realistic
2024-06-17,Delhi,174.0,69.7,synthetic_realistic
2024-06-18,Delhi,153.0,61.3,synthetic_realistic
2024-06-19,Delhi,149.0,59.5,synthetic_realistic
2024-06-20,Delhi,168.0,67.1,synthetic_realistic
2024-06-21,Delhi,167.0,66.7,synthetic_realistic
2024-06-22,Delhi,153.0,61.1,synthetic_realistic
2024-06-23,Delhi,139.0,55.5,synthetic_realistic
2024-06-24,Delhi,153.0,61.3,synthetic_realistic
2024-06-25,Delhi,172.0,68.7,synthetic_realistic
2024-06-26,Delhi,152.0,60.8,synthetic_realistic
2024-06-27,Delhi,153.0,61.2,synthetic_realistic
2024-06-28,Delhi,144.0,57.7,synthetic_realistic
2024-06-29,Delhi,151.0,60.4,synthetic_realistic
2024-06-30,Delhi,155.0,61.9,synthetic_realistic
2024-07-01,Delhi,124.0,49.4,synthetic_realistic
2024-07-02,Delhi,171.0,68.4,synthetic_realistic
2024-07-03,Delhi,165.0,66.0,synthetic_realistic
2024-07-04,Delhi,134.0,53.5,synthetic_realistic
2024-07-05,Delhi,130.0,51.8,synthetic_realistic
2024-07-06,Delhi,139.0,55.7,synthetic_realistic
2024-07-07,Delhi,151.0,60.5,synthetic_realistic
2024-07-08,Delhi,131.0,52.5,synthetic_realistic
2024-07-09,Delhi,129.0,51.6,synthetic_realistic
2024-07-10,Delhi,205.0,81.9,synthetic_realistic
2024-07-11,Delhi,170.0,67.8,synthetic_realistic
2024-07-12,Delhi,153.0,61.2,synthetic_realistic
2024-07-13,Delhi,140.0,55.8,synthetic_realistic
2024-07-14,Delhi,133.0,53.2,synthetic_realistic
2024-07-15,Delhi,151.0,60.2,synthetic_realistic
2024-07-16,Delhi,144.0,57.5,synthetic_realistic
2024-07-17,Delhi,157.0,62.8,synthetic_realistic
2024-07-18,Delhi,148.0,59.1,synthetic_realistic
2024-07-19,Delhi,118.0,47.3,synthetic_realistic
2024-07-20,Delhi,135.0,53.9,synthetic_realistic
2024-07-21,Delhi,129.0,51.6,synthetic_realistic
2024-07-22,Delhi,152.0,60.7,synthetic_realistic
2024-07-23,Delhi,161.0,64.4,synthetic_realistic
2024-07-24,Delhi,158.0,63.2,synthetic_realistic
2024-07-25,Delhi,140.0,56.2,synthetic_realistic
2024-07-26,Delhi,156.0,62.3,synthetic_realistic
2024-07-27,Delhi,133.0,53.4,synthetic_realistic
2024-07-28,Delhi,142.0,56.9,synthetic_realistic
2024-07-29,Delhi,183.0,73.1,synthetic_realistic
2024-07-30,Delhi,170.0,68.0,synthetic_realistic
2024-07-31,Delhi,155.0,61.8,synthetic_realistic
2024-08-01,Delhi,168.0,67.1,synthetic_realistic
2024-08-02,Delhi,159.0,63.7,synthetic_realistic
2024-08-03,Delhi,140.0,56.2,synthetic_realistic
2024-08-04,Delhi,116.0,46.5,synthetic_realistic
2024-08-05,Delhi,158.0,63.3,synthetic_realistic
2024-08-06,Delhi,160.0,63.9,synthetic_realistic
2024-08-07,Delhi,186.0,74.6,synthetic_realistic
2024-08-08,Delhi,157.0,62.9,synthetic_realistic
2024-08-09,Delhi,133.0,53.2,synthetic_realistic
2024-08-10,Delhi,144.0,57.6,synthetic_realistic
2024-08-11,Delhi,151.0,60.3,synthetic_realistic
2024-08-12,Delhi,197.0,78.6,synthetic_realistic
2024-08-13,Delhi,166.0,66.4,synthetic_realistic
2024-08-14,Delhi,181.0,72.3,synthetic_realistic
2024-08-15,Delhi,182.0,72.6,synthetic_realistic
2024-08-16,Delhi,155.0,61.8,synthetic_realistic
2024-08-17,Delhi,147.0,58.8,synthetic_realistic
2024-08-18,Delhi,148.0,59.2,synthetic_realistic
2024-08-19,Delhi,172.0,68.6,synthetic_realistic
2024-08-20,Delhi,151.0,60.2,synthetic_realistic
2024-08-21,Delhi,177.0,70.8,synthetic_realistic
2024-08-22,Delhi,184.0,73.5,synthetic_realistic
2024-08-23,Delhi,149.0,59.7,synthetic_realistic
2024-08-24,Delhi,159.0,63.7,synthetic_realistic
2024-08-25,Delhi,175.0,69.9,synthetic_realistic
2024-08-26,Delhi,185.0,73.9,synthetic_realistic
2024-08-27,Delhi,203.0,81.2,synthetic_realistic
2024-08-28,Delhi,198.0,79.3,synthetic_realistic
2024-08-29,Delhi,169.0,67.8,synthetic_realistic
2024-08-30,Delhi,195.0,78.1,synthetic_realistic
2024-08-31,Delhi,189.0,75.6,synthetic_realistic
2024-09-01,Delhi,170.0,68.2,synthetic_realistic
2024-09-02,Delhi,195.0,77.9,synthetic_realistic
2024-09-03,Delhi,182.0,72.6,synthetic_realistic
2024-09-04,Delhi,206.0,82.6,synthetic_realistic
2024-09-05,Delhi,197.0,78.9,synthetic_realistic
2024-09-06,Delhi,209.0,83.7,synthetic_realistic
2024-09-07,Delhi,185.0,74.2,synthetic_realistic
2024-09-08,Delhi,167.0,66.9,synthetic_realistic
2024-09-09,Delhi,182.0,72.7,synthetic_realistic
2024-09-10,Delhi,174.0,69.4,synthetic_realistic
2024-09-11,Delhi,201.0,80.2,synthetic_realistic
2024-09-12,Delhi,177.0,71.0,synthetic_realistic
2024-09-13,Delhi,153.0,61.1,synthetic_realistic
2024-09-14,Delhi,177.0,70.7,synthetic_realistic
2024-09-15,Delhi,155.0,61.8,synthetic_realistic
2024-09-16,Delhi,187.0,74.9,synthetic_realistic
2024-09-17,Delhi,195.0,78.0,synthetic_realistic
2024-09-18,Delhi,160.0,64.1,synthetic_realistic
2024-09-19,Delhi,186.0,74.4,synthetic_realistic
2024-09-20,Delhi,178.0,71.1,synthetic_realistic
2024-09-21,Delhi,186.0,74.5,synthetic_realistic
2024-09-22,Delhi,180.0,71.8,synthetic_realistic
2024-09-23,Delhi,169.0,67.7,synthetic_realistic
2024-09-24,Delhi,178.0,71.3,synthetic_realistic
2024-09-25,Delhi,203.0,81.2,synthetic_realistic
2024-09-26,Delhi,187.0,74.9,synthetic_realistic
2024-09-27,Delhi,203.0,81.0,synthetic_realistic
2024-09-28,Delhi,182.0,72.8,synthetic_realistic
2024-09-29,Delhi,186.0,74.4,synthetic_realistic
2024-09-30,Delhi,180.0,72.1,synthetic_realistic
2024-10-01,Delhi,208.0,83.1,synthetic_realistic
2024-10-02,Delhi,202.0,80.7,synthetic_realistic
2024-10-03,Delhi,194.0,77.5,synthetic_realistic
2024-10-04,Delhi,206.0,82.3,synthetic_realistic
2024-10-05,Delhi,218.0,87.1,synthetic_realistic
2024-10-06,Delhi,184.0,73.7,synthetic_realistic
2024-10-07,Delhi,199.0,79.7,synthetic_realistic
2024-10-08,Delhi,196.0,78.4,synthetic_realistic
2024-10-09,Delhi,193.0,77.3,synthetic_realistic
2024-10-10,Delhi,197.0,78.8,synthetic_realistic
2024-10-11,Delhi,196.0,78.6,synthetic_realistic
2024-10-12,Delhi,219.0,87.4,synthetic_realistic
2024-10-13,Delhi,198.0,79.2,synthetic_realistic
2024-10-14,Delhi,213.0,85.3,synthetic_realistic
2024-10-15,Delhi,224.0,89.7,synthetic_realistic
2024-10-16,Delhi,214.0,85.5,synthetic_realistic
2024-10-17,Delhi,229.0,91.6,synthetic_realistic
2024-10-18,Delhi,218.0,87.1,synthetic_realistic
2024-10-19,Delhi,192.0,77.0,synthetic_realistic
2024-10-20,Delhi,212.0,84.9,synthetic_realistic
2024-10-21,Delhi,198.0,79.0,synthetic_realistic
2024-10-22,Delhi,219.0,87.4,synthetic_realistic
2024-10-23,Delhi,245.0,97.8,synthetic_realistic
2024-10-24,Delhi,220.0,88.0,synthetic_realistic
2024-10-25,Delhi,228.0,91.2,synthetic_realistic
2024-10-26,Delhi,212.0,84.7,synthetic_realistic
2024-10-27,Delhi,209.0,83.7,synthetic_realistic
2024-10-28,Delhi,234.0,93.7,synthetic_realistic
2024-10-29,Delhi,258.0,103.0,synthetic_realistic
2024-10-30,Delhi,238.0,95.0,synthetic_realistic
2024-10-31,Delhi,265.0,106.1,synthetic_realistic
2024-11-01,Delhi,244.0,97.5,synthetic_realistic
2024-11-02,Delhi,210.0,84.0,synthetic_realistic
2024-11-03,Delhi,231.0,92.2,synthetic_realistic
2024-11-04,Delhi,225.0,89.8,synthetic_realistic
2024-11-05,Delhi,200.0,80.1,synthetic_realistic
2024-11-06,Delhi,211.0,84.3,synthetic_realistic
2024-11-07,Delhi,206.0,82.5,synthetic_realistic
2024-11-08,Delhi,233.0,93.0,synthetic_realistic
2024-11-09,Delhi,195.0,78.0,synthetic_realistic
2024-11-10,Delhi,225.0,90.0,synthetic_realistic
2024-11-11,Delhi,230.0,92.1,synthetic_realistic
2024-11-12,Delhi,214.0,85.6,synthetic_realistic
2024-11-13,Delhi,210.0,83.8,synthetic_realistic
2024-11-14,Delhi,197.0,78.6,synthetic_realistic
2024-11-15,Delhi,223.0,89.2,synthetic_realistic
2024-11-16,Delhi,219.0,87.6,synthetic_realistic
2024-11-17,Delhi,234.0,93.6,synthetic_realistic
2024-11-18,Delhi,233.0,93.1,synthetic_realistic
2024-11-19,Delhi,235.0,93.9,synthetic_realistic
2024-11-20,Delhi,209.0,83.7,synthetic_realistic
2024-11-21,Delhi,237.0,95.0,synthetic_realistic
2024-11-22,Delhi,226.0,90.4,synthetic_realistic
2024-11-23,Delhi,214.0,85.8,synthetic_realistic
2024-11-24,Delhi,217.0,86.9,synthetic_realistic
2024-11-25,Delhi,228.0,91.2,synthetic_realistic
2024-11-26,Delhi,245.0,98.0,synthetic_realistic
2024-11-27,Delhi,217.0,86.8,synthetic_realistic
2024-11-28,Delhi,198.0,79.3,synthetic_realistic
2024-11-29,Delhi,241.0,96.3,synthetic_realistic
2024-11-30,Delhi,228.0,91.4,synthetic_realistic
2024-12-01,Delhi,202.0,80.7,synthetic_realistic
2024-12-02,Delhi,225.0,89.9,synthetic_realistic
2024-12-03,Delhi,219.0,87.8,synthetic_realistic
2024-12-04,Delhi,217.0,86.7,synthetic_realistic
2024-12-05,Delhi,279.0,111.7,synthetic_realistic
2024-12-06,Delhi,234.0,93.6,synthetic_realistic
2024-12-07,Delhi,224.0,89.6,synthetic_realistic
2024-12-08,Delhi,228.0,91.1,synthetic_realistic
2024-12-09,Delhi,242.0,96.7,synthetic_realistic
2024-12-10,Delhi,240.0,95.9,synthetic_realistic
2024-12-11,Delhi,258.0,103.3,synthetic_realistic
2024-12-12,Delhi,245.0,98.0,synthetic_realistic
2024-12-13,Delhi,228.0,91.4,synthetic_realistic
2024-12-14,Delhi,219.0,87.5,synthetic_realistic
2024-12-15,Delhi,221.0,88.6,synthetic_realistic
2024-12-16,Delhi,270.0,108.0,synthetic_realistic
2024-12-17,Delhi,265.0,105.8,synthetic_realistic
2024-12-18,Delhi,251.0,100.5,synthetic_realistic
2024-12-19,Delhi,240.0,95.9,synthetic_realistic
2024-12-20,Delhi,223.0,89.1,synthetic_realistic
2024-12-21,Delhi,241.0,96.6,synthetic_realistic
2024-12-22,Delhi,270.0,107.9,synthetic_realistic
2024-12-23,Delhi,237.0,94.7,synthetic_realistic
2024-12-24,Delhi,214.0,85.8,synthetic_realistic
2024-12-25,Delhi,238.0,95.0,synthetic_realistic
2024-12-26,Delhi,232.0,92.9,synthetic_realistic
2024-12-27,Delhi,233.0,93.2,synthetic_realistic
2024-12-28,Delhi,206.0,82.4,synthetic_realistic
2024-12-29,Delhi,223.0,89.3,synthetic_realistic
2024-12-30,Delhi,222.0,88.8,synthetic_realistic
2024-12-31,Delhi,245.0,98.1,synthetic_realistic
2020-07-01,Mumbai,36.0,14.3,synthetic_realistic
2020-07-02,Mumbai,34.0,13.5,synthetic_realistic
2020-07-03,Mumbai,36.0,14.3,synthetic_realistic
2020-07-04,Mumbai,70.0,28.2,synthetic_realistic
